incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20150422NVRUL,11,Male,,Student,Unknown,No,None,,,,
20150427WANOL,16,Male,White,Student,Subdued by Students/Staff/Other,No,None,,,,"In King County for molesting three different female students, and a pending case in Alabama in which he was charged with third-degree assault and disorderly conduct after pushing or throwing a desk at a fellow student;"
20150428MDDRW,,Male,,No Relation,Fled/Escaped,No,None,No suspect,,,
20150504OHWIC,,,,Unknown,Fled/Escaped,No,None,,,,
20150505GACOC,14,Male,,Student,Unknown,No,None,,,,
20150512AZCOT,18,Male,Black,Student,Suicide,Yes,Suicide,,,,
20150512FLUNJ,,Male,Black,No Relation,Fled/Escaped,No,None,,,,
20150520TXROR,18,Male,,Student,Suicide,Yes,Suicide,,,,
20150524MISOF,,,,Unknown,Fled/Escaped,No,None,"Rayshawn Lareese Holmes, 18, of Flint, is charged with two counts of assault with intent to murder, carrying a concealed weapon and felony firearm, according to 68th District Court records.

Kisean Keontae Gray, 19, of Flint, is charged with carrying a co",,,
20150527FLEVE,56,Male,White,No Relation,Fled/Apprehended,No,None,,,,
20150604NCSOF,38,Male,White,No Relation,Apprehended/Killed by LE,No,None,"attempted first-degree murder, assault with a deadly weapon with intent to kill, felony cruelty to animals and multiple charges of possessing weapons on educational property",,,
20150604NCSOF,29,Female,White,No Relation,Apprehended/Killed by LE,No,None,"attempted first-degree murder, assault with a deadly weapon with intent to kill, felony cruelty to animals and multiple charges of possessing weapons on educational property",,,
20150623NEFOF,35,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20150627CTSAH,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20150629TXJOS,28,Male,,Unknown,Apprehended/Killed by LE,Yes,Fatal,Officer Involved,N/A,,
20150705TXCOD,18,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,,,
20150724TXELC,15,Male,Black,Unknown,Fled/Apprehended,No,Wounded,,,,
20150808TXPAP,21,Male,White,Former Student,Fled/Apprehended,No,None,,,,
20150823TXWIR,20,Male,White,No Relation,Unknown,No,None,,,,
20150825GAWSA,Child,Male,,Student,Surrendered,No,None,,,,No
20150903ORNEN,53,Male,White,No Relation,Fled/Apprehended,No,None,"one count of unlawful use of a weapon, four counts of recklessly endangering another person and one count of second-degree disorderly conduct",,N/A,
20150911LANOL,,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20150922NCCES,26,Female,White,Parent,Surrendered,No,None,,,,
20150930SDHAH,16,Male,White,Student,Subdued by Students/Staff/Other,No,None,,,,No
20151015TXKAS,22,Female,Black,Friend,Fled/Apprehended,No,None,,,,
20151024TXEDS,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,Yes,
20151105GAVEM,9,Male,,Student,Apprehended/Killed by SRO,No,None,,,,No
20151111ARSUS,Teen,Male,,Student,Surrendered,No,None,,,No,
20151120FLNAM,Teen,Male,,Other Student,Unknown,No,None,,,,
20151204KSWEW,17,Male,Black,Student,Apprehended/Killed by LE,No,Wounded,,,,
20160112DECED,13,Male,,Student,Fled/Apprehended,No,None,,,,No
20160113ARHAB,17,Male,,Student,Surrendered,No,None,,,,
20160120INNOI,Adult,Male,,Unknown,Unknown,No,None,,,,
20160122INLAI,17,Male,Black,Student,Fled/Apprehended,No,None,,,,No
20160129PABEP,16,Male,Other,Student,Apprehended/Killed by LE,No,None,,,,No
20160209MIMUM,22,Male,Black,No Relation,Apprehended/Killed by LE,No,Wounded,,Pleaded no contest - sentenced to serve 7.5 years to 20 years,No,No
20160212AZING,15,Female,White,Student,Suicide,Yes,Suicide,,,,No
20160217FLROH,Adult,Male,,Other Staff,Surrendered,No,None,,,,
20160217PACHC,16,Male,Hispanic,Student,Apprehended/Killed by LE,No,None,,,,No
20160226TXPAP,63,Male,Black,Parent,Apprehended/Killed by LE,No,None,,,,
20160229OHMAM,14,Male,White,Student,Fled/Apprehended,No,None,,,,No
20160315ALHUB,19,Male,Black,Relative,Apprehended/Killed by SRO,No,None,,,,
20160423WIANA,18,Male,White,Former Student,Apprehended/Killed by LE,Yes,Fatal,,,,No
20160502TXKID,15,Male,Black,Student,Unknown,No,Wounded,,,,
20160504COEAP,25,Male,White,No Relation,Fled/Escaped,Yes,Suicide,,,,
20160505MDHIB,62,Male,Hispanic,Intimate Relationship,Fled/Apprehended,No,None,,,,Restraining order
20160506FLOSP,28,Male,,No Relation,Surrendered,No,Wounded,,,,
20160506IDROT,14,Male,,Student,Unknown,No,None,,,,
20160513SCSOG,16,Male,,Student,Surrendered,No,Wounded,,,,No
20160515KSAUA,37,Male,,Relative,Unknown,No,Wounded,,,,
20160608MAJED,24,Male,Black,No Relation,Fled/Apprehended,No,None,,,,"J.A.: juvenile court: assault with a dangerous weapon, possession of a firearm; adult court: carrying a firearm without a license, assault with a dangerous weapon and malicious destruction of property, he was in the car during a traffic stop shooting where a police officer was shot, multiple probation violations; B.B.: being a career criminal in possession of a firearm, selling crack, assault and battery on a police officer and carrying a dangerous weapon"
20160608MAJED,23,Male,Black,No Relation,Fled/Apprehended,No,None,,,,"J.A.: juvenile court: assault with a dangerous weapon, possession of a firearm; adult court: carrying a firearm without a license, assault with a dangerous weapon and malicious destruction of property, he was in the car during a traffic stop shooting where a police officer was shot, multiple probation violations; B.B.: being a career criminal in possession of a firearm, selling crack, assault and battery on a police officer and carrying a dangerous weapon"
20160616ILMCC,,,,Unknown,Fled/Escaped,No,None,,,,
20160630CAWOH,,,,Unknown,Fled/Escaped,No,None,,,,
20160725MOAVA,18,Male,White,Former Student,Suicide,Yes,Suicide,Suicide,,N/A,
20160817OHWEC,Adult,Male,,No Relation,Fled/Escaped,No,None,No suspect to charge,,N/A,
20160819FLSOM,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Unknown,No,None,,,,
20160902OKMCT,16,Male,,Unknown,Fled/Escaped,No,None,Shooting with the intent to kill,20 years,Yes,
20160907MIDED,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20160908TXALA,14,Female,,Student,Suicide,Yes,Suicide,Suicide,,N/A,No
20160909IACEC,15,Male,,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20160909PASMY,,Male,,Unknown,Fled/Escaped,No,None,,,,
20160926MSTAJ,18,Male,Black,No Relation,Fled/Apprehended,No,None,,,,Assault with intent to do great bodily harm less than murder
20160927OHELC,,,,Unknown,Fled/Escaped,No,None,No suspect,,,
20160928SCTOT,14,Male,White,Former Student,Subdued by Students/Staff/Other,No,None,Murder,30 to life,Yes,Arrested for possession of a machete and a hatchet at school
20160930ILCHC,,,,Unknown,Fled/Escaped,No,None,,,,
20161006TXDUF,,,,Unknown,Fled/Escaped,No,None,,,,
20161011ALVIM,16,Male,Black,Student,Surrendered,No,None,second degree assault,,,No
20161013OHLIC,16,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20161013OHLIC,16,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20161015GABEA,,Male,,Unknown,Fled/Escaped,No,None,,,,
20161018CAJUS,17,Male,,Nonstudent,Fled/Apprehended,No,None,,,,
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,No,None,,,,
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,No,None,,,,
20161018CAJUS,Teen,Male,,Nonstudent,Fled/Apprehended,No,None,,,,
20161025UTUNS,14,Male,,Student,Surrendered,No,None,"attempted murder, a first-degree felony; discharge of a firearm causing serious injury, a first-degree felony; discharge of a firearm, a third-degree felony; and possession of a gun on school property, a class A misdemeanor",,,No
20161102COGRG,17,Male,Hispanic,Student,Suicide,Yes,Suicide,,,,
20161103COBEB,15,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20161111MIBAA,Adult,Male,White,Police Officer/SRO,Law Enforcement,No,None,,,,No
20161117MNCRS,8,Male,,Student,Unknown,No,None,,,,
20161201UTMUB,15,Male,,Student,Surrendered,No,None,,,,No
20161209MOBAS,,Male,,Unknown,Fled/Escaped,No,None,,,,
20161209NVHUR,Adult,,,Police Officer/SRO,Law Enforcement,No,None,,,N/A,
20170101DELAH,19,Male,Black,Unknown,Fled/Apprehended,No,None,"first degree asaault, possession of deadly weapon, reckless endangerment, tampering with evidence, and resisting arrest.",,No,
20170110ALALA,Teen,Male,,Student,Surrendered,No,None,,,,
20170117FLFRE,Adult,,,Parent,Unknown,No,None,,,,
20170120OHWEW,17,Male,White,Student,Surrendered,No,None,Murder,23 years,Yes,No
20170127SCSOA,18,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20170127SCSOA,19,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,,"Plead guilty in 2021: Assault and battery of a high and aggravated nature, possession of a weapon on school property, breaking and entering into an automobile, criminal conspiracy and attempted escape.",,
20170206LASCB,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20170218MNMAM,32,Male,,No Relation,Suicide,Yes,Suicide,,,,
20170316ALROM,16,Male,Black,Student,Fled/Apprehended,No,None,"charged with first-degree assault, illegally possessing a gun and shooting into an occupied vehicle","sentenced to 20 years in state prison for first-degree assault and discharging a gun into an occupied vehicle, received a 10-year sentence for third-degree burglary, theft of a firearm and discharging a gun on school property",Yes,null
20170321CAKIK,17,Male,White,No Relation,Fled/Escaped,No,None,,,,Other charges
20170328PALIP,16,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by Other,Yes,Fatal,killed,,,
20170328PALIP,22,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Surrendered,No,Wounded,"Possession of weapon on school property, not charged with murder","Justified use of force, 3 years probation",N/A,
20170410CANOS,53,Male,Black,Intimate Relationship,Suicide,Yes,Suicide,,,,"Brandishing weapons, assault, 2 restraining orders, crimes against public peace"
20170415OKBOT,,,,Unknown,Fled/Escaped,No,None,,,,
20170515LAMOL,Teen,Male,White,Student,Surrendered,No,None,,,,No
20170523TXKEK,Adult,Male,,Other Staff,Suicide,Yes,Suicide,Suicide,,,
20170524ALGRG,Teen,Male,,Student,Subdued by Students/Staff/Other,No,None,,,,
20170524NEMCO,51,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20170526OKMCT,14,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20170616ILWAC,18,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20170616ILWAC,16,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20170616ILWAC,17,Male,Black,No Relation,Fled/Apprehended,No,None,,,,
20170622SCWIF,17,Male,,Student,Surrendered,No,Wounded,,,,
20170719WIHIM,Adult,Male,,Unknown,Fled/Escaped,No,None,,,,
20170721UTSPS,19,Male,,Unknown,Fled/Escaped,Yes,Suicide,,,,
20170801GABAV,,Male,,Unknown,Fled/Escaped,No,None,,,,
20170817GALIL,Adult,Male,,Teacher,Attempted Suicide,No,Wounded,,,,
20170831CAARS,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20170908ARNON,,,,Unknown,Fled/Escaped,No,None,,,,
20170908OHCOC,18,Male,Black,Student,Surrendered,No,None,,,,"31 offences, 18 of which were assaults"
20170913WAFRR,15,Male,White,Student,Subdued by Students/Staff/Other,No,None,"one charge of premeditated first-degree murder, three charges of attempted first-degree murder and 51 second-degree assault charges ",,Yes,
20170920ILMAM,14,Male,White,Student,Subdued by Students/Staff/Other,No,None,,"Guilty - Aggravated battery with a firearm, expected release from juvenile detention in 4-5 months",No,No
20170928KYSOL,Adult,Male,,No Relation,Fled/Escaped,No,Wounded,,,No,
20170929CASUL,,,,Unknown,Fled/Escaped,No,None,,,,
20170929MOLEL,Teen,Female,,Student,Suicide,Yes,Suicide,,,,
20170930PAPUC,37,Female,,Unknown,Fled/Apprehended,No,None,,,,
20171012NCCHC,37,Male,Black,No Relation,Fled/Apprehended,No,None,,"Nelson pled guilty to discharging a firearm into an occupied vehicle, possession of a firearm by a convicted felon, and felony flee to elude arrest with a motor vehicle. A judge sentenced Nelson to 84-133 months in prison.",N/A,
20171012NCCHC,30,Male,Black,No Relation,Fled/Apprehended,No,None,,"Nelson pled guilty to discharging a firearm into an occupied vehicle, possession of a firearm by a convicted felon, and felony flee to elude arrest with a motor vehicle. A judge sentenced Nelson to 84-133 months in prison.",N/A,
20171014NCKEK,22,Male,Black,Parent,Apprehended/Killed by LE,No,None,felony possession of a gun on educational property,,N/A,
20171020OHSTT,,,,Unknown,Fled/Escaped,No,None,,,,
20171027NYPRU,,Male,,Unknown,Fled/Escaped,No,None,,,,
20171103MIPAL,21,Male,Black,Unknown,Surrendered,No,None,,,,No
20171109GABEC,15,Male,,Student,Surrendered,No,None,,,,No
20171110GALAM,8,Male,,Student,Surrendered,No,None,,,,
20171114CARAR,44,Male,White,No Relation,Suicide,Yes,Suicide,,,,Restraining order due to stabbing and assault on neighbor
20171114FLLAM,17,Male,,Student,Suicide,Yes,Suicide,,,N/A,
20171117TNNOJ,,,,Unknown,Fled/Escaped,No,None,,,,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,None,,,,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,None,,,,
20171123COMAD,,Male,,Unknown,Fled/Escaped,No,None,,,,
20171128CABOS,21,Male,White,No Relation,Fled/Apprehended,No,None,,,,
20171129OHBAL,49,Male,White,No Relation,Surrendered,No,None,,,No,
20171130VASAV,Teen,,,Student,Suicide,Yes,Suicide,N/A,,N/A,
20171207NMAZA,21,Male,White,Former Student,Suicide,Yes,Suicide,,,,Investigated by the FBI because of online post
20171209ILCHC,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20171211NCHIH,15,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20171211NCHIH,15,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20171212TXSAP,21,Male,,Relative,Surrendered,No,Wounded,,,,
20171212TXSAP,20,Male,,Relative,Surrendered,No,Wounded,,,,
20171214TXELD,Child,,,Student,Unknown,No,None,,,,
20171219MIBEB,,,,Unknown,Fled/Escaped,No,None,,,,
20171227CALIL,Adult,Male,,Unknown,Fled/Escaped,No,None,,,,
20171231LAEDA,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20171231WAPIM,19,Male,,No Relation,Fled/Apprehended,No,None,first-degree malicious mischief,,,
20171231WAPIM,18,Male,,No Relation,Fled/Apprehended,No,None,first-degree malicious mischief,,,
20180104WANES,,,,Unknown,Fled/Escaped,No,None,,,,
20180105IAFOF,33,Male,White,No Relation,Fled/Apprehended,No,None,Intimidation with dangerous weapon,"Guilty, 5 year probation",No,
20180109AZCOS,14,Male,,Student,Suicide,Yes,Suicide,Suicide,,,No
20180116VTMOM,32,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,N/A,N/A,
20180122LANEN,,Male,,Unknown,Fled/Escaped,No,None,,,,No
20180122TXITI,16,Male,White,Student,Fled/Apprehended,No,None,one count of attempted capital murder and two counts of aggravated assault,"Guilty, 40 years",Yes,"Yes, Unknown"
20180123KYMAB,15,Male,White,Student,Surrendered,No,None,,"pleaded guilty to two counts of murder and 14 counts of assault related; life sentence, and would be eligible for parole after 20 years",Yes,No
20180125ALMUM,16,Male,Black,Student,Apprehended/Killed by LE,No,None,,,,
20180126MIDED,Teen,Male,,Rival School Student,Fled/Escaped,No,None,,,,
20180131PALIP,,,,Unknown,Fled/Escaped,No,None,,,,No
20180131PALIP,,,,Unknown,Fled/Escaped,No,None,,,,No
20180131PALIP,,,,Unknown,Fled/Escaped,No,None,,,,No
20180201CASAL,12,Female,,Student,Unknown,No,None,one felony count each of minor in possession of a firearm and weapon on a school grounds,,No,No
20180205MDOXO,18,Multiple,Black,Intimate Relationship,Fled/Apprehended,No,None,Attempted murder,,N/A,
20180205MDOXO,17,Multiple,Black,Intimate Relationship,Fled/Apprehended,No,None,Attempted murder,,Yes,
20180205MNHAM,Child,,,Student,Unknown,No,None,,,,
20180208NYTHN,17,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20180209TNPEN,14,Male,Black,Student,Fled/Apprehended,No,None,,,,
20180214FLMAP,19,Male,White,Former Student,Fled/Apprehended,No,None,,,,"Yes, Unknown"
20180215FLNOC,Adult,,,Police Officer/SRO,Law Enforcement,No,Wounded,N,N/A,No,
20180220OHJAM,13,Male,,Student,Suicide,Yes,Suicide,Suicide,N/A,N/A,
20180226WAOAT,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20180228GADAD,53,Male,White,Teacher,Surrendered,No,None,,,,Shooter had reported in the past that he had someone killed but the police never confirmed that and pressed no charges
20180305MOKIC,17,Male,,Student,Suicide,Yes,Suicide,,,,
20180307ALHUB,17,Male,Black,Student,Fled/Apprehended,No,Wounded,Manslaughter,Misdemeanor criminally negligent homicide,Yes,No
20180309KYFRL,Teen,Male,,Student,Unknown,No,Wounded,,,,
20180313CASES,Adult,Male,White,Police Officer/SRO,Surrendered,No,None,,,,No
20180313VAGEA,27,Male,Black,Police Officer/SRO,Surrendered,No,None,Reckless handling of a firearm,,,No
20180316MTBIM,Adult,Male,,Police Officer/SRO,Law Enforcement,No,None,,,,No
20180319VADOP,Adult,,,No Relation,Fled/Escaped,No,None,,,,No
20180320MDGRG,17,Male,White,Student,Suicide,Yes,Suicide,Suicide,,,No
20180328MSEUE,21,Male,White,Former Student,Fled/Apprehended,No,None,,,,No
20180329KYJOE,51,Male,White,Parent,Apprehended/Killed by LE,Yes,Fatal,Killed,,N/A,
20180409NYGLG,16,Male,,Student,Fled/Apprehended,No,None,,,,
20180412MORAR,,Male,,Unknown,Fled/Escaped,No,None,,,,
20180419MIJAJ,,,,No Relation,Fled/Escaped,No,None,,,,
20180420FLFOO,19,Male,White,Former Student,Surrendered,No,None,,,,No
20180423GABEA,,Male,Black,Intimate Relationship,Fled/Apprehended,No,None,,,,
20180503SDENW,,,,Unknown,Fled/Apprehended,No,None,,,,
20180503TNWAW,Teen,,,Student,Unknown,No,None,,,,
20180505MIFOF,Adult,Male,,Police Officer/SRO,Law Enforcement,No,None,,,,
20180511CAHIP,14,Male,,Former Student,Fled/Apprehended,No,None,,,,
20180516ILDID,19,Male,White,Student,Apprehended/Killed by SRO,No,None,"charged with two counts of attempted murder and four counts involving aggravated discharge of a firearm. The charge involving Dallas carries 20 to 80 years in prison, with a potential 20-year enhancement; the other carries 6 to 30 years in prison, plus 20","unfit to stand trial, max 2 years in state mental health facility with release without criminal charges",null,Marijuana possession; Railroad property trespassing
20180517MOCEK,21,Male,Black,Unknown,Fled/Apprehended,No,None,Aggravated battery,,No,
20180518GAMOA,,,,Unknown,Fled/Escaped,No,None,,,,
20180518TXSAS,17,Male,White,Student,Surrendered,No,None,charged as an adult with capital murder and aggravated assault on a peace officer,not competent to stand trial (11/6/2019) - pending judge's decision,Yes,No
20180521GABEG,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20180525INNON,13,Male,,Student,Subdued by Students/Staff/Other,No,None,two counts of attempted murder,,No,
20180601TXMCM,Teen,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20180615OHVAB,17,Male,,No Relation,Fled/Apprehended,No,None,,,,
20180617ORGRP,,,,Unknown,Fled/Escaped,No,None,,,,
20180621TXSKD,,,,Unknown,Fled/Escaped,No,None,,,,
20180624MTSEM,17,Male,White,Unknown,Fled/Apprehended,No,None,Charged with assault with the weapon,,Yes,
20180625OHFUS,14,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20180625OHFUS,16,Male,Black,Unknown,Fled/Apprehended,No,None,,,,
20180701TNRAM,,,,Unknown,Fled/Escaped,No,None,,,,
20180703KSSUO,32,Male,,Other Staff,Fled/Apprehended,No,None,Murder,Life in Prison,N/A,
20180711OHMIM,Teen,,,Unknown,Fled/Apprehended,No,None,,,,
20180717WVHUH,Adult,Male,,Unknown,Unknown,No,None,Wanton Endangerment,,N/A,
20180719WAWEY,,,,Unknown,Fled/Escaped,No,None,,,,
20180804MDEDE,,,,Unknown,Fled/Escaped,No,None,,,,
20180809NJLAM,,Male,,Unknown,Fled/Escaped,No,None,,,N/A,
20180811TNANN,30,Male,Black,Parent,Fled/Apprehended,No,None,Aggrevated Assault,,N/A,
20180817FLPAW,,,,Unknown,Fled/Escaped,No,None,,,,
20180823ALALM,,,,Unknown,Fled/Escaped,No,None,,,,
20180824FLRAJ,16,Male,,Unknown,Fled/Apprehended,No,None,one count of murder and two counts of attempted murder,,,
20180824ILMEC,,Male,,Unknown,Fled/Escaped,No,None,,,,
20180828COCOD,14,Male,,Student,Fled/Apprehended,No,None,attempted first-degree murder and first-degree assault,,,
20180829DETOD,53,Male,Black,Other Staff,Fled/Apprehended,No,None,"murder, possession of a firearm during a felony, and possession of a firearm in a school zone",,N/A,No
20180830MIOTG,,Male,,Unknown,Fled/Escaped,No,None,,,,
20180830NCVIC,34,Male,Black,Intimate Relationship,Fled/Apprehended,No,None,"three counts of assault with a deadly weapon with intent to kill, three counts of felony domestic violence protective order with a weapon, shooting into occupied property, possession of a firearm on educational property, and communicating threats",,N/A,"Arrested 7 times, some of the charges were felony breaking and entering, second degree arson, assault on a female, gun-related offences, resisting arrest, "
20180831CABAS,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20180831IANOE,12,Male,White,Student,Subdued by Students/Staff/Other,No,None,"attempted murder, carrying weapons on school grounds, and assault while displaying a dangerous weapon",,Yes,No
20180903NYLUN,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,No Suspect,N/A,
20180905RIPRP,16,Male,Hispanic,Rival School Student,Fled/Apprehended,No,Wounded,"murder, assault with a deadly weapon and multiple felony gun offenses",,No,Possession of weapons on school grounds
20180907IAHED,,,,Unknown,Fled/Escaped,No,None,,,,
20180909CAGIG,Adult,,,Police Officer/SRO,Law Enforcement,No,None,,None,N/A,
20180910ILCHC,,Male,,Unknown,Fled/Escaped,No,None,,,,
20180910TNFAM,23,Male,,No Relation,Fled/Apprehended,No,None,23 counts of aggravated assault,,N/A,
20180911NVCAL,16,Male,Black,Rival School Student,Fled/Escaped,No,None,Murder with a deadly weapon; possession of a dangerous weapon on school property,,Yes,
20180914FLBOB,Teen,Male,,Student,Apprehended/Killed by LE,No,None,"One student charged with discharging a weapon, unknown second charges",,,
20180914WAMAE,,,,Unknown,Fled/Escaped,No,None,,,,
20180917ALBLH,7,Male,,Student,Unknown,No,None,"""We're talking about second-graders. There is really no criminal liability for a second-grader unless the parent somehow sent the gun with the second-grader, there is really no criminal liability for them,"" Madison County Assistant District Attorney, Tim ",,No,
20180920CACHL,18,Male,,Unknown,Fled/Apprehended,No,None,,,No,
20180920CACHL,20,Male,,Unknown,Fled/Apprehended,No,None,,,No,
20180920CAPOP,Adult,Male,,Unknown,Suicide,Yes,Suicide,Suicide,,N/A,
20180924GAAPB,Teen,Male,,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20180924NCLAC,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20180924PACEP,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20180924PACEP,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20180926MDMAB,Teen,Male,,Student,Unknown,No,None,,,,
20180927TXHEC,47,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by LE,No,None,"No charges filed, ruled self defense",No Charges,N/A,
20180928SDCHC,20,Male,,No Relation,Attempted Suicide,No,Wounded,No charges filed,,No,
20181002ARCHL,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20181003AKDEA,26,Male,Black,Relative,Fled/Apprehended,No,None,"Assault, Misconduct involving a weapon",,No,
20181004ORJAP,Adult,Female,,Parent,Fled/Escaped,No,None,,,N/A,
20181005TNHAB,16,Male,,Unknown,Subdued by Students/Staff/Other,No,None,"charged with Criminal Attempt to commit 1st-degree murder, aggravated assault, and reckless endangerment",,,
20181005VALAN,,Male,,Unknown,Fled/Escaped,No,None,,,,
20181007VAVAH,,Male,,Unknown,Fled/Escaped,No,None,,,,
20181012MIBAB,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20181013TNMCN,,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20181020GASHS,18,Male,Black,No Relation,Fled/Apprehended,No,None,"Murder, five counts of gang activity, three counts of tampering with evidence, two counts of hindering the apprehension of a criminal, one count of aggravated assault against a law enforcement officer, one count of fleeing or attempting to elude and three",,N/A,
20181022CTDUB,18,Male,Black,No Relation,Fled/Apprehended,No,None,,,No,
20181023NHGOM,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20181025MICOD,,,,Unknown,Fled/Escaped,No,None,,,,
20181029NCBUM,16,Male,Black,Student,Surrendered,No,None,2nd Degree Murder,Guilty plea for voluntary manslaughter - 108 months,No,No
20181104KYCRL,Adult,Male,,Unknown,Fled/Escaped,No,None,,,,
20181105SCACC,12,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20181108CACLS,29,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"attempted murder, robbery, assault with a deadly weapon, burglary, and auto theft",,N/A,
20181108CACLS,29,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"attempted murder, robbery, assault with a deadly weapon, burglary, and auto theft",,N/A,
20181109GAGAM,Teen,Male,,Student,Fled/Apprehended,No,None,Unknown charges filed,,No,
20181112MDEAE,,Male,,Police Officer/SRO,Suicide,Yes,Suicide,Suicide,,N/A,
20181120VASIP,29,Male,Black,Parent,Fled/Apprehended,No,None,"possession of a firearm on school property, firearm by felon and reckless handling of a firearm",,N/A,
20181121MIPEP,22,Male,,No Relation,Fled/Apprehended,No,None,Malicious destruction of property,,N/A,
20181122TXSKD,Teen,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20181122WAMOD,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,N/A,
20181124OHAFC,Adult,Male,,No Relation,Fled/Escaped,No,None,No suspect to charge,,,
20181128PASTP,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20181210NYJEJ,17,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20181211KYCAC,,,,No Relation,Fled/Escaped,No,None,,,,
20181213INDER,14,Male,,Former Student,Suicide,Yes,Suicide,N/A,,N/A,
20181214MOWIK,Teen,Male,,Student,Fled/Escaped,No,None,,,,
20181218DEAIG,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20190107CACEB,,,,Unknown,Fled/Escaped,No,None,,,,
20190111ORCAE,30,Male,,Parent,Apprehended/Killed by LE,No,None,Killed,,No,
20190118ALCET,19,Male,Black,No Relation,Fled/Apprehended,No,None,"attempted murder, shooting into an occupied vehicle and second-degree domestic assault",,No,
20190118MOHAS,,Male,,Unknown,Fled/Escaped,No,None,No suspects,,,
20190118NCSHD,,Male,,No Relation,Fled/Escaped,No,None,No suspects,,,
20190119KSLAO,,Male,,No Relation,Fled/Escaped,No,None,,,,
20190123LASOS,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20190125ALDAM,15,Male,,Student,Fled/Escaped,No,None,The 46-year-old female suspect—mother of the 15-year-old male suspect—is charged with two counts of assault and one count of hindering prosecution and providing a false address.,,,
20190125TNMAM,16,Male,Black,Unknown,Fled/Apprehended,No,None,"4 teens charged. Damerion Merriweather was charged in connection with the three aforementioned incidents, as well as a homicide Jan. 20 in the 900 block of J. W. Williams Lane. He’s charged with first-degree Murder, two counts of theft of property $1,000-",,No,
20190125TNMAM,16,Male,Black,Unknown,Fled/Apprehended,No,None,"4 teens charged. Damerion Merriweather was charged in connection with the three aforementioned incidents, as well as a homicide Jan. 20 in the 900 block of J. W. Williams Lane. He’s charged with first-degree Murder, two counts of theft of property $1,000-",,No,
