incidentid,race,injury,gender,schoolaffiliation,age
20190217COEAA,Black,Fatal,Male,Principal/Vice-Principal,46
20190226ALROM,,Wounded,Male,Student,17
20190301KSHIM,,None,,,
20190313FLLAO,,None,Female,Student,17
20190322ALBLB,,Minor Injuries,Unknown,Student,Child
20190327MSSVH,Black,Wounded,Male,Student,10
20190401ARPRP,,Wounded,Male,Student,14
20190403COAUA,,None,,,
20190403FLSAJ,,None,,,
20190405WISTM,,Wounded,,Student,10
20190407MAHOL,,None,,,
20190410TXROH,,Wounded,Male,Student,15
20190417ILWAL,,None,Male,Student,12
20190424ARCOC,,None,Male,Student,14
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190425GAWYS,,Minor Injuries,,Student,Child
20190426GACRF,,None,,,
20190430FLWEW,,None,,,
20190430VACDW,,None,,,
20190507COSTH,,Fatal,Male,Student,18
20190507COSTH,,Wounded,,Student,Teen
20190507COSTH,,Wounded,,Student,Teen
20190507COSTH,,Wounded,,Student,Teen
20190507COSTH,,Wounded,,Student,Teen
20190507COSTH,,Wounded,,Student,Teen
20190507COSTH,,Wounded,,Student,Teen
20190507COSTH,,Wounded,,Student,Teen
20190507COSTH,,Wounded,,Student,15
20190508ILSEC,,Wounded,Male,Student,19
20190517FLTEJ,Black,Wounded,Male,Student,16
20190517ORPAP,,None,,,
20190530DCHEW,,None,,,
20190606ILGEC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,25
20190610ILMEW,Hispanic,Wounded,Male,No Relation,27
20190612DCHEW,,None,,,
20190612PAJEE,,None,Male,No Relation,18
20190613NJTAW,,None,,,
20190621MICAF,,Wounded,Male,Unknown,15
20190629COJAC,,Fatal,Male,No Relation,18
20190629COJAC,,Fatal,Male,No Relation,22
20190701NYSCN,Black,Wounded,Male,No Relation,13
20190702AKWIA,,Wounded,Male,No Relation,Teen
20190711CTBUH,Hispanic,Fatal,Male,No Relation,34
20190719CAMOS,,None,,,
20190808ALBLM,,None,,,
20190815TNEAN,,None,,,
20190817GALAA,Black,Wounded,Male,Student,16
20190817GALAA,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12
20190820PASAC,,None,Male,Parent,Adult
20190823GAPEC,,Wounded,Male,Nonstudent,12
20190823MOPAS,,None,,,
20190823MOROS,Black,Fatal,Female,Student,16
20190824PAWIP,Black,Fatal,Male,No Relation,14
20190827CAHOL,,Wounded,Male,Student,Teen
20190827NYROR,,None,,,
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830ALLAM,,Wounded,,Student,Teen
20190830NCKIK,,None,,,
20190830OHCET,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,16
20190902MDNOB,,Fatal,Male,No Relation,Adult
20190902MDNOB,,Wounded,Male,No Relation,Adult
20190902MDNOB,,Wounded,Male,No Relation,Adult
20190906ALCEC,,None,,,
20190906PAMCJ,Black,Fatal,Male,,48
20190906PAWEM,,Wounded,Female,Student,
20190910SCSOA,,None,,,
20190912KSMAM,,None,,,
20190913UTGRW,,None,,,
20190913VAETN,,Wounded,,Student,14
20190913VAETN,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19
20190913VAETN,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,19
20190914TXEAF,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,12
20190914TXEAF,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,Adult
20190916ILILK,,None,,,
20190916VAPHH,,Fatal,Male,No Relation,38
20190920PASIP,,Wounded,Male,Unknown,14
20190920PASIP,,Wounded,Male,Unknown,15
20190927NCZEC,,None,,,
20191002GASOA,,None,,,
20191008COSHS,,Wounded,Male,Rival School Student,Teen
20191008TXWEH,,Wounded,,Student,Teen
20191009MAGRL,,Wounded,,Student,Child
20191009MAGRL,,Wounded,,Student,Child
20191009MAGRL,,Wounded,,Student,Child
20191009MAGRL,,Wounded,,Student,Child
20191009MAGRL,,Wounded,,Student,Child
20191011LARAR,,None,,,
20191015LAGEN,,Wounded,Male,Student,17
20191018GACRS,,Wounded,Male,,
20191018OHWOT,,None,,,
20191022CARIS,,Wounded,Male,Student,16
20191027MDLAL,,Wounded,Female,No Relation,38
20191029NYNEN,,Wounded,Female,Student,16
20191108CAEDS,,None,,,
20191108TXROD,Black,Fatal,Male,Former Student,15
20191111MDACB,,Wounded,Male,Student,19
20191113CAESL,,Fatal,Male,No Relation,Adult
20191114CASAS,,Fatal,Male,Student,14
20191114CASAS,,Fatal,Female,Student,15
20191114CASAS,,Wounded,Female,Student,15
20191114CASAS,,Wounded,Female,Student,14
20191114CASAS,,Wounded,Male,Student,14
20191115NJPLP,,Fatal,Male,Relative,10
20191115NJPLP,,Wounded,Male,Student,15
20191115NJPLP,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,27
20191121ILRIO,,Wounded,,Student,14
20191124CASEU,,Fatal,Male,No Relation,14
20191124CASEU,,Fatal,Male,No Relation,11
20191125ILCAC,,Wounded,Male,No Relation,37
20191126WASAV,,Wounded,Female,Parent,Adult
20191126WASAV,,Wounded,Female,Parent,Adult
20191201ALMOM,White,Fatal,Female,No Relation,31
20191202WIWAW,,None,Male,Student,18
20191203WIOSO,,Wounded,Male,Student,16
20191203WITHM,,Wounded,Female,Student,Teen
20191203WITHM,,Wounded,Female,Student,Teen
20191204NMPIL,,None,,,
20191210ALDED,,None,,,
20191210KSJCK,,None,,,
20191210NJSAJ,,None,,,
20191211INEVE,,None,,,
20191211KSCHT,,None,,,
20191213VAMAN,,None,Male,Student,17
20191216CTCAN,,Wounded,Male,Parent,Adult
20191219FLLEN,,Fatal,Female,Student,Adult
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191221LAWES,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult
20191228MOMAS,Black,Fatal,Male,Student,13
20200107WASOK,,None,,,
20200108FLGLB,,None,,,
20200110MSMCJ,,Wounded,Male,Student,Teen
20200111TXELD,,Fatal,Male,Former Student,18
20200111TXELD,,Wounded,Male,Police Officer/SRO,Officer
20200114TXBEH,,Fatal,Male,Student,19
20200114TXPOM,,None,,,
20200117MITHH,,Wounded,Male,Parent,Adult
20200117SCCAS,,None,Male,Student,16
20200119TXNOF,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200119TXNOF,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,10
20200121ILLIC,,Wounded,Male,Student,17
20200121NEPAL,,None,,,
20200123CAOXO,,Wounded,Female,Student,9
20200127WAROY,,None,,,
20200128NYMAQ,,None,Male,Student,16
20200128TNWHM,,Wounded,Male,,
20200128TXLUL,Black,Wounded,Male,Student,17
20200131CADEA,,Fatal,Male,Student,16
20200201TXHIH,,Wounded,Male,No Relation,Adult
20200203FLGEJ,,Wounded,Male,No Relation,Adult
20200204LABEA,,None,,,
20200205NHSEC,,None,Male,Student,17
20200212MOJOF,,None,,,
20200215DCDUW,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,34
20200221NMCEA,,None,,,
20200302TXNOF,,None,,,
20200305FLSAW,,Wounded,Male,Police Officer/SRO,
20200310PASHN,,None,,,
20200313TNPIR,,None,,,
20200315TXATH,Black,Fatal,Male,Former Teacher,19
20200318LABOS,,Wounded,Male,Student,15
20200324LAROM,,Wounded,Male,,
20200330GANAS,,Wounded,,No Relation,
20200330GANAS,,Wounded,,No Relation,
20200330GANAS,,Wounded,,No Relation,
20200413NEMOO,,Wounded,Male,No Relation,18
20200505CAGOV,Hispanic,Fatal,Male,No Relation,18
20200505CAGOV,Hispanic,Fatal,Male,No Relation,19
20200505CAGOV,Hispanic,Fatal,Male,No Relation,19
20200515NCSTC,,None,,,
20200519VAWEM,,None,,,
20200522OHMIC,,Fatal,Male,No Relation,34
20200525ALORM,,Wounded,Male,No Relation,Adult
20200525ALORM,,Wounded,Male,No Relation,Adult
20200525ALORM,,Wounded,Male,No Relation,Adult
20200527OHLUC,,None,,,
20200603IAGAD,,Wounded,Male,No Relation,18
20200616FLTOM,,Fatal,Male,No Relation,Adult
20200616FLTOM,,Wounded,Male,No Relation,Adult
20200618INJOI,,Fatal,Male,No Relation,37
20200701ILFRP,,None,,,
20200704INLAM,Hispanic,Fatal,Male,No Relation,
20200714MIWID,,None,,,
20200721SCBRO,,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,28
20200804PAKEP,,Fatal,Male,No Relation,26
20200817MIABG,,Wounded,Male,No Relation,Adult
20200825MOWEC,,Wounded,Male,No Relation,Adult
19850418TNSOS,,Wounded,Female,Teacher,33
20190522OHSAC,Black,Fatal,Male,No Relation,14
20190522OHSAC,,Wounded,Female,No Relation,14
20200205NHSEC,,None,Female,Teacher,Adult
20200830TXLOD,Hispanic,Fatal,Male,No Relation,27
20200904FLLOJ,,Wounded,Male,No Relation,27
20200903GADOA,,Fatal,Male,No Relation,18
20200909TXSOH,,Wounded,Male,No Relation,18
20200910ILPEP,,None,,Student,
20191022NJBRB,,Wounded,Male,Student,Teen
20200916WAARG,,Wounded,Male,No Relation,Adult
20200917OHELA,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20200917OHELA,,Wounded,Female,Nonstudent Using Athletic Facilities/Attending Game,40
20200916CASOS,,Fatal,Male,,17
20200918KYWIL,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20200917ORDRP,,Wounded,,No Relation,Adult
20200909PAWEW,,None,Male,No Relation,Adult
20200923FLHIJ,,None,,,
20200923PAWIW,,None,Male,,
20200928CTEAN,,Wounded,Male,No Relation,18
20200925NJHAH,,Wounded,Male,No Relation,41
20150521FLDUJ,,Wounded,Female,Student,Teen
20150521FLDUJ,,Wounded,Female,Student,Teen
20190918MNFOC,,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,45
20200930CADYL,Black,Wounded,Male,Student,18
20200930CADYL,,Wounded,,No Relation,Adult
20130129ALDAM,,Fatal,Male,Bus Driver,66
20201005OKSOM,,Minor Injuries,,Student,Teen
20201005ARKIH,Black,Fatal,Male,,36
20201005ARKIH,,Wounded,Male,,Adult
20201009FLJEJ,,Wounded,Male,Student,18
20201012TXNOD,,None,Male,No Relation,Adult
20161216FLSAJ,,Minor Injuries,,Student,Teen
20190327FLMAJ,,Wounded,Male,Student,12
20190927CADER,,Wounded,Female,Student,16
20190927CADER,,Wounded,Male,Student,17
20190927CADER,,Wounded,Male,Student,17
20201013RIRHP,Black,Fatal,Male,No Relation,19
20201013RIRHP,,Wounded,Male,No Relation,Adult
20201013RIRHP,,Wounded,Male,No Relation,Adult
20201014PABRB,,None,Male,Bus Driver,Adult
20201018KYSEL,,Wounded,,,Teen
20201018KYSEL,,Wounded,,,Teen
20201018KYSEL,,,,,Teen
20201014WAWAS,,None,Male,No Relation,Adult
20201020ARJAP,,Fatal,Male,,16
20201026GARIR,,Fatal,Male,No Relation,28
20201029FLLAM,,Fatal,Male,No Relation,Adult
20201029FLLAM,,Fatal,Male,No Relation,Adult
20201109TXCOH,Hispanic,Fatal,Male,No Relation,Adult
20201112PANAH,,Fatal,Male,No Relation,17
20201112CACEU,,Wounded,Male,No Relation,Adult
20201113NCLIL,White,Wounded,Male,Student,6
20201116TNWIM,,None,Female,No Relation,Adult
20201124NCHEH,,Wounded,Female,Student,12
20201125KSABG,,Wounded,Male,No Relation,16
20201207ILEAC,,Fatal,Male,No Relation,21
20201216ILDUC,Black,Fatal,Male,No Relation,19
20201229WAROS,,Wounded,Male,,Teen
20201229WAROS,,Wounded,Male,,Teen
20210114MDHIW,,Fatal,Male,No Relation,21
20210110ILSOS,Black,Wounded,Female,Student,16
20210110ILSOS,,Wounded,Female,Relative,20
20210121OHEAC,,Wounded,Male,No Relation,19
20210127FLHOH,,Minor Injuries,,Student,Teen
20210201MIMUD,,Wounded,,Nonstudent Using Athletic Facilities/Attending Game,
20210205MDBEM,,Wounded,Male,No Relation,Adult
20210210TXFOF,,Fatal,Male,No Relation,Adult
20210210NJSCP,,Fatal,Female,No Relation,41
20210210LASTS,,Minor Injuries,Male,Student,4
20210214MNROM,,Fatal,Male,No Relation,53
20210214MNROM,,Fatal,Female,No Relation,34
20210214MNROM,,Wounded,,No Relation,Adult
20210219ILLIR,,Fatal,Male,No Relation,30
20210222CAHOV,,Wounded,Male,No Relation,Adult
20210224WAGAY,,Wounded,Male,No Relation,16
20210226LAGEN,Black,Fatal,Male,Police Officer/SRO,38
20210301ARWAP,,Fatal,Male,Student,15
20210308SCEDC,,Wounded,Male,Relative,Adult
20210311OHCIC,,Wounded,Male,No Relation,Adult
20210313TXLEA,null,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210324ORFOS,null,Wounded,Male,No Relation,17
20210324ORFOS,null,Fatal,Male,No Relation,17
20210327MAPEC,null,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20210401ALSES,null,None,Male,Student,Teen
19790226CABAB,null,Wounded,Male,Student,Teen
19790226CABAB,null,Wounded,Male,Student,Teen
19790226CABAB,null,Wounded,Female,Student,Teen
20210407ILPEP,null,None,Male,Student,16
20210315INMEM,Black,Fatal,Male,No Relation,18
20210315INMEM,null,Wounded,Male,No Relation,Teen
20210412TNAUK,null,Wounded,Male,Police Officer/SRO,Adult
20210411INBIH,null,Fatal,Female,No Relation,43
20210412CASAS,null,None,Female,No Relation,33
20210413TNMAC,null,None,null,Bus Driver,Adult
20170415ORMEP,White,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,38
20210418OHWED,null,Fatal,Male,No Relation,16
20210418OHWED,null,Wounded,Male,No Relation,Teen
20210420TXHAH,Black,Fatal,Male,No Relation,19
20210427DESMS,null,Fatal,Female,Parent,38
20210429NYURB,null,Fatal,Male,Student,17
20210429CAVIV,null,Wounded,Male,Student,16
20210430INMAI,null,Wounded,Female,Parent,Adult
20210501MNBES,null,None,Male,No Relation,Adult
20210501MNBES,null,None,Male,No Relation,Adult
20210502ILCHC,null,Wounded,Male,No Relation,29
20210502ILCHC,null,Wounded,Male,No Relation,20
20210502ILCHC,null,Wounded,Female,No Relation,32
20210502ILCHC,null,Wounded,Female,No Relation,26
20210502ILCHC,null,Wounded,Female,No Relation,21
20210506IDRIR,null,Wounded,Male,Student,Teen
20210506IDRIR,null,Wounded,Female,Student,11
20210506IDRIR,null,Wounded,Male,Other Staff,Adult
19890209IDRIR,null,None,Female,Student,14
19890209IDRIR,null,None,null,Student,Teen
19890209IDRIR,null,None,null,Teacher,Adult
20210506SCFOC,null,None,Male,Bus Driver,Adult
20210505MICRC,null,Wounded,Male,No Relation,Adult
20210514CASAS,Asian,Fatal,Male,No Relation,19
20210517TNAUM,null,Wounded,Male,No Relation,Adult
20210511NYPSB,null,Wounded,Male,No Relation,16
20210601ILLIC,null,Wounded,Male,null,17
20210607TXEAF,null,Fatal,Male,Student,17
20210608KSHAK,null,Fatal,Male,No Relation,15
20210609TXNOH,Black,Wounded,Male,Student,18
20210609VAWIR,null,Wounded,Male,Student,Teen
20210612MOMCF,Black,Fatal,Male,Student,18
20210613PAWIP,null,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210614TXEAF,null,Wounded,Male,null,Adult
20210620CAGRM,null,Wounded,Male,No Relation,Adult
20210624ILABR,null,Wounded,Male,No Relation,Adult
20210628CASLF,null,Wounded,Male,No Relation,Adult
20210704NYDRR,null,Fatal,Male,null,16
20210708ILBEC,null,Wounded,Female,No Relation,34
20210708ILBEC,null,Wounded,Male,Student,16
20210719TXCAC,null,Minor Injuries,Male,Student,17
20210719TXCAC,null,Minor Injuries,Female,Student,17
20210721ILTHC,null,Wounded,Male,No Relation,18
20210721ILTHC,null,Wounded,Male,No Relation,15
20210721ILTHC,null,Wounded,Male,No Relation,17
20210721ILTHC,null,Wounded,Male,No Relation,14
20210721ILTHC,null,Wounded,Male,No Relation,22
20210727WATYS,null,Fatal,Male,Nonstudent Using Athletic Facilities/Attending Game,Adult
20210517TXBRE,null,Minor Injuries,Female,Student,13
20210517TXBRE,null,Minor Injuries,Male,Student,Teen
20210804ALBUM,null,Wounded,Male,null,Teen
20210804ALBUM,null,Wounded,Male,null,Teen
20210806LASTH,null,Wounded,Female,Parent,60
20210807ORGIP,null,Fatal,Male,No Relation,Adult
20210811COMAC,null,Wounded,Male,No Relation,Adult
20210810OHEAC,null,Wounded,Male,Former Student,15
20210812GALIL,null,Wounded,Male,null,Adult
20210813NMWAA,null,Fatal,Male,Student,13
20210814ILMAC,null,Wounded,Male,No Relation,15
20180425NMHIA,null,Wounded,Male,Parent,Adult
20210818SCORO,null,Wounded,null,Student,Teen
20210818SCORO,null,Wounded,null,Student,Teen
20210818SCORO,null,Wounded,null,Student,Teen
20210817COYED,null,Fatal,Male,Student,18
20210820NEMIO,Black,Wounded,Male,No Relation,24
20210820NEMIO,Black,Wounded,Female,No Relation,29
20210820CACEF,Black,Wounded,Male,Nonstudent Using Athletic Facilities/Attending Game,19
20210822ILWER,null,Wounded,Male,Student,13
20170813NYHUH,null,Wounded,null,Student,Child
20170813NYHUH,null,Wounded,null,Student,Child
20210901NCMTW,Black,Fatal,Male,Student,15
20210830NCNEW,null,Wounded,Male,Student,Teen
20210827INHAH,null,Wounded,null,Student,Teen
20210827INHAH,null,Wounded,null,Student,Teen
